;claim;entity;evidence;label
3000;"Scooters tredje studiealbum fra 1999 indeholder ""Faster Harder Scooter"".";['Back_to_the_Heavyweight_Jam'];[''];NotEnoughInfo
2999;Hans Christian Hansen blev uddannet i Grækenland, og blev efterfølgende kongelig bygningsinspektør.;['Christian_Hansen_(arkitekt)'];[''];NotEnoughInfo
2883;Rejsebureauet Apollo Rejser blev først etableret i Danmark i 1992, selvom det egentligt blev etableret i 1986 i Tyskland.;['Apollo_Rejser'];[''];NotEnoughInfo
2895;Tunceli er hovedstad i en urbane provins.;['Tunceli'];[''];NotEnoughInfo
2898;Gennem sin fodboldkarierre har Josué spillet på flere kontinenter.;['Josué'];[''];NotEnoughInfo
2899;Didder Rønlund var syg i over 70 år.;['Didder_Rønlund'];[''];NotEnoughInfo
2900;Didder Rønlund er en dansk modejournalist som skrev i over 70 år.;['Didder_Rønlund'];[''];NotEnoughInfo
2910;Cheetah Girls er en Disney Channel Original Movie, som er baseret på en amerikansk bog af samme navn.;['The_Cheetah_Girls'];[''];NotEnoughInfo
2919;I 1990'erne havde Jørgen Pilegaard Jensen engang en dansk rekord i maratonløb.;['Jørgen_Jensen_(atlet)'];[''];NotEnoughInfo
2923;Jørgen Pilegaard Jensen havde engang en dansk rekord i en atletisk disciplin.;['Jørgen_Jensen_(atlet)'];[''];NotEnoughInfo
2925;St. Petersburg Times bliver uddelt gratis i undergrundbanen, når det udkommer tirsdag og fredag.;['St._Petersburg_Times'];[''];NotEnoughInfo
2934;Jørgen Pilegaard Jensen havde engang verdensrekorden i maratonløb.;['Jørgen_Jensen_(atlet)'];[''];NotEnoughInfo
2950;Om sommeren roer Hadsund Roklub på Mariager Fjord.;['Hadsund_Roklub'];[''];NotEnoughInfo
3136;Bira ligger i den Jødiske autonome oblast i det fjernøstlige Asien.;['Bira_(by)'];[''];NotEnoughInfo
2957;Da Helgolandsgade ligger ikke på Helgoland er der få fiskerhytter på gaden.;['Helgolandsgade'];[''];NotEnoughInfo
2964;Hver søndag roer Hadsund Roklub på Mariager Fjord.;['Hadsund_Roklub'];[''];NotEnoughInfo
2968;Guitaristen i Slayer er barn af krigsveteraner.;['Jeff_Hanneman'];[''];NotEnoughInfo
2970;Goldie Hawn har medvirket i film fra tre årtier, dem alle er hun blevet Oscar-belønnet for.;['Goldie_Hawn'];[''];NotEnoughInfo
2971;Retsina er hvid- og rosévine produceret i Sydeuropa.;['Retsina'];[''];NotEnoughInfo
2977;Ralf Edström var angriber for Sverige's fodboldlandshold.;['Ralf_Edström'];[''];NotEnoughInfo
2982;Goldie Hawn har medvirket i musik videoer fra tre årtier, som hun er blevet Oscar-belønnet for.;['Goldie_Hawn'];[''];NotEnoughInfo
2987;Goldie Hawn har medvirket i film fra tre år, nogle er hun blevet Oscar-belønnet for.;['Goldie_Hawn'];[''];NotEnoughInfo
2989;Guitaristen i Beatles er vokset op i en familie af krigsveteraner.;['Jeff_Hanneman'];[''];NotEnoughInfo
2992;Goldie Hawn har medvirket i film fra tre årtier, som hun er blevet Oscar-belønnet for.;['Goldie_Hawn'];[''];NotEnoughInfo
2995;Ralf Edström var engang foldbold-angriber for Sverige.;['Ralf_Edström'];[''];NotEnoughInfo
2996;Goldie Hawn har medvirket i film fra tre årtier, som hun er blevet Golden Globes belønnet for.;['Goldie_Hawn'];[''];NotEnoughInfo
2962;Vila Nova de Gaia ligger ved Portugals nordkyst.;['Vila_Nova_de_Gaia'];[''];NotEnoughInfo
2869;Man kan se Guldfisken i akvariet.;['Guldfisken'];[''];NotEnoughInfo
3137;Ferenc Velkey var en ungarsk udendørshåndboldspiller som deltog under Sommer-OL 1938.;['Ferenc_Velkey'];[''];NotEnoughInfo
3142;Bira ligger i en religiøs oblast i det fjernøstlige Rusland.;['Bira_(by)'];[''];NotEnoughInfo
3301;Usopp er skarpskytten og opfinderen i Jasminrevolutionen.;['Usopp'];[''];NotEnoughInfo
3308;Jasminrevolutionen havde som resultat at Tunesiens præsident Zine El Abidine Ben Ali forlod sit præsidentembede efter 23 år ved magten og flygtede til Asien.;['Jasminrevolutionen'];[''];NotEnoughInfo
3314;Usopp er skarpskytten og videnskabsmand i Stråhattene.;['Usopp'];[''];NotEnoughInfo
3317;Søren Kierkegaards bog Begrebet Angest er et af de mest læste prosa værker.;['Begrebet_Angest'];[''];NotEnoughInfo
3318;Usopp er skarpskytten og opfinderen i Jubbada Hoose.;['Usopp'];[''];NotEnoughInfo
3319;Jasminrevolutionen havde som resultat at Tunesiens præsident Zine El Abidine Ben Ali forlod sit præsidentembede efter 23 år ved magten og flygtede til Mellemøsten.;['Jasminrevolutionen'];[''];NotEnoughInfo
3326;Jasminrevolutionen havde som resultat at en amerikansk præsident forlod sit præsidentembede efter 23 år ved magten og flygtede til Saudi Arabien.;['Jasminrevolutionen'];[''];NotEnoughInfo
3331;Aase er et dansk pigenavn som forekommer i Frankrig.;['Aase'];[''];NotEnoughInfo
3333;Et computerprogram skrevet i et højniveaussprog består af en eller flere ord.;['Sætning_(programmering)'];[''];NotEnoughInfo
3341;Gunderup ligger i Århus i Aalborg Kommune.;['Gunderup_(Aalborg_Kommune)'];[''];NotEnoughInfo
3342;Et computerprogram skrevet i et keltisk sprog  består af en eller flere sætninger.;['Sætning_(programmering)'];[''];NotEnoughInfo
3346;Gunderup ligger mellem Himmerland og Gistrup.;['Gunderup_(Aalborg_Kommune)'];[''];NotEnoughInfo
3351;Aase er et nordisk pigenavn som forekommer i hele Skandinavien.;['Aase'];[''];NotEnoughInfo
3353;To år efter dens udgivelse i 2007 fik The Wolf of Wall Street en prolog.;['The_Wolf_of_Wall_Street_(bog)'];[''];NotEnoughInfo
3356;Aase er et dansk pigenavn som forekommer i hele Norden.;['Aase'];[''];NotEnoughInfo
3357;Conlin Trevorrow forlod et superhelte projekt som følge af kreative uoverensstemmelser.;['Colin_Trevorrow'];[''];NotEnoughInfo
3361;Sommerfuglekys gives med et åbent øjes vipper mod nogens ansigt.;['Sommerfuglekys'];[''];NotEnoughInfo
3366;Kort efter debut-albummet erstattede et dødsmetalband deres tidligere trommeslager med Henrik Rohde Jensen.;['L.A._(band)'];[''];NotEnoughInfo
3368;Declan Galbraith fik sin tidligste musikalske inflydelse fra sin farfars koncerter.;['Declan_Galbraith'];[''];NotEnoughInfo
3371;Declan Galbraith fik sin tidligste musikalske inflydelse fra sin morfars koncerter.;['Declan_Galbraith'];[''];NotEnoughInfo
3373;På Amerikas flag findes en gående bjørn og en rød stjerne.;['Californiens_flag'];[''];NotEnoughInfo
3374;Det Olympiske Stadion i Kijev var afholdssted for finalen om Europamesterskabet i 2020.;['Europamesterskabet_i_fodbold_2012_-_Finalen'];[''];NotEnoughInfo
3381;Kort efter debut-albummet erstattede L.A. deres tidligere trommeslager med bedstefar.;['L.A._(band)'];[''];NotEnoughInfo
3292;Durian er en sydøstasiatisk frugt med en ildelugtende lugt.;['Durian'];[''];NotEnoughInfo
3286;Durian er en sydøstasiatisk frugt med en dejlig duft.;['Durian'];[''];NotEnoughInfo
3281;Durian er en sydøstasiatisk frugt med en forfærdelig lugt.;['Durian'];[''];NotEnoughInfo
3280;Durian er en sydøstasiatisk grøntsag med gennemtrængende lugt.;['Durian'];[''];NotEnoughInfo
3144;Bira ligger i den Jødiske autonome oblast i det fjerne Rusland.;['Bira_(by)'];[''];NotEnoughInfo
3145;Mellem Haraldslundsvej og Bagsværdvej i Bagsværd ligger der et kollegium opkaldt efter Tycho Brahe.;['P.O._Pedersen_Kollegiet'];[''];NotEnoughInfo
3149;Bira ligger i et anti-regliøst  oblast i det fjernøstlige Rusland.;['Bira_(by)'];[''];NotEnoughInfo
3150;Selvom de gamle grækere allerede foretog gradmåling, blev det først rimeligt præcise med indførelsen af krydsundersøgelser i 1600-tallet.;['Gradmåling'];[''];NotEnoughInfo
3151;Bira ligger i den Jødiske autonome oblast i Europa.;['Bira_(by)'];[''];NotEnoughInfo
3153;Emil Christian Hansen var en kongelig ekspert i gæringsfysiologi i forbindelse med ølbrygning.;['Emil_Christian_Hansen'];[''];NotEnoughInfo
3161;Afrikanske slangehalsfugle findes også udenfor Asien i Irak.;['Afrikansk_slangehalsfugl'];[''];NotEnoughInfo
3164;Afrikanske slangehalsfugle findes også udenfor Afrika i Asien.;['Afrikansk_slangehalsfugl'];[''];NotEnoughInfo
3166;Padborg Station er en dansk jernbanestation, som ikke bruges, i den danske by Padborg i Sydslesvig.;['Padborg_Station'];[''];NotEnoughInfo
3176;Padborg Station er en asiatisk jernbanestation i den danske by Padborg i Sønderjylland.;['Padborg_Station'];[''];NotEnoughInfo
3180;Padborg Station er en dansk jernbanestation, som ikke bruges, i den danske by Padborg i Sønderjylland.;['Padborg_Station'];[''];NotEnoughInfo
3140;Mellem Haraldslundsvej og Bagsværdvej i Bagsværd ligger der et kollegium opkaldt efter en franskmand.;['P.O._Pedersen_Kollegiet'];[''];NotEnoughInfo
3193;På grund af udvidelse af Randersvej til letbane blev Blodbøgen truet af en Morris Marina.;['Blodbøgen_på_Randersvej'];[''];NotEnoughInfo
3221;Den største af de indiske monarkier, Hyderabad, blev indlemmet i Indien i 1948.;['Hyderabad_(fyrstestat)'];[''];NotEnoughInfo
3226;Västerdalälven danner Nordens tredjestørste flod ved sammenløbet med Österdalälven.;['Västerdalälven'];[''];NotEnoughInfo
3236;Et firma havde tidligere en betydelig aktiepost i en spansk vindmølleproducent.;['Gamesa'];[''];NotEnoughInfo
3237;En kommune havde tidligere en betydelig aktiepost i en spansk vindmølleproducent.;['Gamesa'];[''];NotEnoughInfo
3239;Siemens havde tidligere en betydelig aktiepost i en spansk vindmølleproducent.;['Gamesa'];[''];NotEnoughInfo
3247;Vestas havde tidligere en betydelig formandspost i en spansk vindmølleproducent.;['Gamesa'];[''];NotEnoughInfo
3252;Den ældste private bygning på Fyn er en del af Svendborg hospital.;['Anne_Hvides_Gård'];[''];NotEnoughInfo
3256;Den nyeste private bygning i Svendborg er en del af Svendborg Museum.;['Anne_Hvides_Gård'];[''];NotEnoughInfo
3263;Amerikas titel er blevet forsvaret i World Wrestling Entertainment siden 2003.;['WWE_United_States_Championship'];[''];NotEnoughInfo
3266;Den ældste private bygning på Fyn er en del af Svendborg Museum.;['Anne_Hvides_Gård'];[''];NotEnoughInfo
3270;Den ældste bygning i Svendborg er en del af Svendborg Museum.;['Anne_Hvides_Gård'];[''];NotEnoughInfo
3219;Danmark blev Europamester i 1992 da de vandt EM i håndbold.;['Europamester'];[''];NotEnoughInfo
440;I Harry Potter og Fønixordenen optræder en orden kaldet: Elefantordenen.;['Fønixordenen'];[''];NotEnoughInfo
2849;På TripAdvisor kan man selv skrive anmeldelser af rejserelaterede ting.;['TripAdvisor'];[''];NotEnoughInfo
2844;"Billedhuggeren Johan Theobald Stein er en eksempel for ""nominative determinism"".";['Th._Stein'];[''];NotEnoughInfo
2329;Kasimir Jagiellon betragtes som skytshelgen i de lande hvor han blev udsendt.;['Sankt_Kasimir'];[''];NotEnoughInfo
2331;Kasimir Jagiellon betragtes som skytshelgen i Slagelseprovsti.;['Sankt_Kasimir'];[''];NotEnoughInfo
2336;Det er varmt ved Evershed om vinteren fordi det ligger på den sydlige halvkugle.;['Evershed_(månekrater)'];[''];NotEnoughInfo
2338;Længdespringeren Robert Emmijan repræsenterede Sovjetunionen i Sommer-OL.;['Robert_Emmijan'];[''];NotEnoughInfo
2339;Evershed befinder sig på den mørke side af Månen.;['Evershed_(månekrater)'];[''];NotEnoughInfo
2341;Kasimir Jagiellon betragtes som Posh Spice i de lande hvor han herskede.;['Sankt_Kasimir'];[''];NotEnoughInfo
2348;Benin afholdt deres 2015 parlamentsvalg i april.;['Parlamentsvalget_i_Benin_2015'];[''];NotEnoughInfo
2350;Gerd Grabher dømte seks gule kort og et frispark under en EM-kamp i 1996.;['Gerd_Grabher'];[''];NotEnoughInfo
2363;Noma på kogepunktet er en dokumentarfilm om Noma som var verdens tiende bedste restaurant.;['Noma_på_kogepunktet'];[''];NotEnoughInfo
2364;Birdbrain er en animationsfilm med tre kapitler.;['Birdbrain'];[''];NotEnoughInfo
2366;Birdbrain har en dansk instruktør.;['Birdbrain'];[''];NotEnoughInfo
2371;Da Michelle Birkballe var 18 år gammel flyttede hun fra Wales til Aarhus hvor hun blev gift med en fårehyrde.;['Michelle_Birkballe'];[''];NotEnoughInfo
2373;Noma på kogepunktet er en dokumentarfilm om en skandinavisk restaurant.;['Noma_på_kogepunktet'];[''];NotEnoughInfo
2377;Birdbrain er en animationsfilm med tre karakterer.;['Birdbrain'];[''];NotEnoughInfo
2379;Michelle Birkballe stoppede at arbejde med husdyr after hun flyttede til Danmark.;['Michelle_Birkballe'];[''];NotEnoughInfo
2380;Gerd Grabher dømte seks gule kort og et straffespark under en EM-kamp i 1996 mellem Tyskland og England.;['Gerd_Grabher'];[''];NotEnoughInfo
2384;Parlamentsvalget i Benin bliver afholdt hvert år i april.;['Parlamentsvalget_i_Benin_2015'];[''];NotEnoughInfo
2386;VM i skak 2007 var en match mellem en russer som boede i Frankrig og en ukrainer som var emigreret til Tyskland.;['VM_i_skak_1929'];[''];NotEnoughInfo
2387;I mange lande varer VM i skak mellem 7 og 50 år.;['Livsvarigt_fængsel'];[''];NotEnoughInfo
2390;Statens Serum Institut ligger på grunden af Artillerivejens Kaserne på Amager Boulevard på den nordlige del af Amager.;['Statens_Serum_Institut'];[''];NotEnoughInfo
2393;En professor fra Jylland er forskningschef ved Statens Byggeforskningsinstitut ved Aalborg Universitet.;['Claus_Bech-Danielsen'];[''];NotEnoughInfo
2399;Forskningschefen ved Statens Byggeforskningsinstitut ved Aalborg Universitet skal være professor i arkitektur og fysisk planlægning.;['Claus_Bech-Danielsen'];[''];NotEnoughInfo
2412;Vokalen 'ø' i 'øde ø' er en diftong.;['Diftong'];[''];NotEnoughInfo
2326;Beyond International producerede en podcast om kvindelige mordere som blev sendt på Investigation Discovery kanalen.;['Kvinder_der_dræber'];[''];NotEnoughInfo
2321;Den amerikansk serie Hænderne Fulde har 8 instruktører.;['Hænderne_Fulde'];[''];NotEnoughInfo
2319;Mogens Finn Kjærsdam er gift med en forhenværende rektor for Aalborg Universitet.;['Finn_Kjærsdam'];[''];NotEnoughInfo
2315;Kasimir Jagiellon betragtes som skytshelgen i de lande hvor han spillede skak.;['Sankt_Kasimir'];[''];NotEnoughInfo
2198;Chalmers tekniska högskole har en campus i Sydsverige.;['Chalmers_tekniska_högskola'];[''];NotEnoughInfo
2205;Lincoln har bevaret sin middelalderlige bydel.;['Lincoln_(England)'];[''];NotEnoughInfo
2208;Ferdinand 1. var konge af en land udenfor den iberiske halvø i flere år.;['Ferdinand_1._af_Aragonien'];[''];NotEnoughInfo
2211;Minoru Yamasaki var arkitekten bag Licolns middelalderlige bydel.;['Minoru_Yamasaki'];[''];NotEnoughInfo
2215;Chlumec nad Cidlinou har været en del af Østrig.;['Chlumec_nad_Cidlinou'];[''];NotEnoughInfo
2219;Der findes en middelalderlige kirke i Lincoln.;['Lincoln_(England)'];[''];NotEnoughInfo
2220;Lincoln er kendt for sin middelalderlige bydel fra 1200-tallet.;['Lincoln_(England)'];[''];NotEnoughInfo
2221;Chalmers tekniska högskole har cirka 8400 kvindelige studerende.;['Chalmers_tekniska_högskola'];[''];NotEnoughInfo
2225;Nanga Parbat er 8.125 meter høj og derved et af de 10 højeste bjerge i Himalaya.;['Nanga_Parbat'];[''];NotEnoughInfo
2226;Melissa Lawley har spillet for en landshold fra Storbrittanien.;['Melissa_Lawley'];[''];NotEnoughInfo
2227;Svingefluer kan spise myrer.;['Svingefluer'];[''];NotEnoughInfo
2414;Som kone til fyrst Ernst Leopold havde prinsesse Marie af Baden titler på begge sider af Rhinen.;['Marie_af_Baden_(1834-1899)'];[''];NotEnoughInfo
2232;Nanga Parbat er 8.125 meter høj og er derved højere end K2.;['Nanga_Parbat'];[''];NotEnoughInfo
2242;Ferdinands kongerig havde Zaragoza som hovedstad.;['Ferdinand_1._af_Aragonien'];[''];NotEnoughInfo
2247;Ferdinand 1. var konge af Aragonien da han blev gift.;['Ferdinand_1._af_Aragonien'];[''];NotEnoughInfo
2253;Kjeld Philip var gift med en politiker fra Venstre.;['Kjeld_Philip'];[''];NotEnoughInfo
2259;Disturbed skulle originalt have spillet nu metal men nu spiller de på Radio Nova.;['Disturbed'];[''];NotEnoughInfo
2262;Selvom det nuværende rådhus er fra 1933, har Sønderborgs rådhus ligget på Rådhustovertet siden 1515.;['Rådhustorvet_(Sønderborg)'];[''];NotEnoughInfo
2263;Disturbed skulle originalt have spillet nu metal men nu spiller de på P3.;['Disturbed'];[''];NotEnoughInfo
2272;Alle tasterne på en skrivemaskine har præcis samme bredde.;['Skrivemaskine'];[''];NotEnoughInfo
2304;Polen deler landegrænser med syv andre lande og derudover to søgrænser med Slagelse og Skælskør.;['Polen'];[''];NotEnoughInfo
2306;Polen deler landegrænser med syv andre lande og derudover to søgrænser med Bornholm og Estland.;['Polen'];[''];NotEnoughInfo
2313;I Polen varer livsvarigt fængsel mellem 7 og 50 år.;['Livsvarigt_fængsel'];[''];NotEnoughInfo
2314;Beyond International producerede en tv-serie om VM i skak som blev sendt på Investigation Discovery kanalen.;['Kvinder_der_dræber'];[''];NotEnoughInfo
2240;Mogens Finn Kjærsdam var rektor for et universitet i Danmarks tredjestørste by.;['Finn_Kjærsdam'];[''];NotEnoughInfo
2845;Grundstoffer som ilt har præcis to elektronskaller.;['Periode_2-grundstof'];[''];NotEnoughInfo
2417;Vokalen 'æ' i 'hest' er en diftong.;['Diftong'];[''];NotEnoughInfo
2442;Der ligger en kommune i Landkreis Holzminden som har færre end 700 fodboldhold.;['Lenne_(Niedersachsen)'];[''];NotEnoughInfo
2638;Der findes angiveligt et metrosystem i USA som blev bygget således at politiske overhoveder og nærtstående kan flygte ud af byen i tilfælde af angreb eller krig.;['Metro-2'];[''];NotEnoughInfo
2644;Non-profit organisationer bruger afpresning som en måde at skaffe midler på.;['Fundraising'];[''];NotEnoughInfo
2645;Uli Stielke vandt OL-titlen med Vesttysklands landshold, hvor han spillede som forsvarer og midtbanespiller.;['Uli_Stielike'];[''];NotEnoughInfo
2653;Sølvmedaljen ved EM i 1996 var Tjekkiets håndboldslandsholds bedste resultat.;['Tjekkiets_fodboldlandshold'];[''];NotEnoughInfo
2667;Joen Højerslev er en dansk skuespiller med uddannelsen fra Aarhus Teater.;['Joen_Højerslev'];[''];NotEnoughInfo
2673;Joen Højerslev er talentløs.;['Joen_Højerslev'];[''];NotEnoughInfo
2689;Bananarama lavede flere albummer siden pigegruppen blev dannet i 1981.;['Bananarama'];[''];NotEnoughInfo
2694;Ystad Saltsjöbad hotellet har 140 medarbejdere.;['Ystad_Saltsjöbad'];[''];NotEnoughInfo
2697;Artur Nielsen deltog i DM 1920 på 5000 meter og terrænløb.;['Artur_Nielsen'];[''];NotEnoughInfo
2699;Ystad Saltsjöbad hotellet har 140 senge.;['Ystad_Saltsjöbad'];[''];NotEnoughInfo
2700;Artur Nielsen vandt i OL 1920 på 5000 meter og terrænløb.;['Artur_Nielsen'];[''];NotEnoughInfo
2726;Lau Lauritzen har instrueret både stumfilmen Skruebrækkeren og vikingefilmen Når ræven flyver.;['Skruebrækkeren'];[''];NotEnoughInfo
2741;Justin Peter Rose sluttede sin karriere med sejren ved 2013 US Open.;['Justin_Rose'];[''];NotEnoughInfo
2752;Justin Peter Rose har sejlet i sin karriere, deriblandt ved 2013 US Open.;['Justin_Rose'];[''];NotEnoughInfo
2757;Stangspringeren Björn Otto vandt sølv i EM, hvor han repræsenterede Tyskland.;['Björn_Otto'];[''];NotEnoughInfo
2759;Wrestlergruppen Dungeon of Doom eksisterede i 2. verdenskrig.;['Dungeon_of_Doom'];[''];NotEnoughInfo
2764;Wrestlergruppen Dungeon of Doom deltog i 2 verdensmesterskaber.;['Dungeon_of_Doom'];[''];NotEnoughInfo
2766;En fysisk lov er opkaldt efter John Dalton.;['Daltons_lov'];[''];NotEnoughInfo
2785;Historisk set har cykelløbet Omnium haft en række forskellige formater inklusive varierene antal af medlemmer og farver for trikoter.;['Omnium'];[''];NotEnoughInfo
2787;Spaniens nationalbibliotek er et af de største biblioteker i verden, da det har 15 millioner genstande eller mere.;['Spaniens_nationalbibliotek'];[''];NotEnoughInfo
2809;I 1964 blev vinter OL afholdt i Alperne.;['Vinter-OL_1964'];[''];NotEnoughInfo
2827;Charles Maynard opfandt vingummi i et tid hvor slik må ikke indeholde vin.;['Charles_Gordon_Maynard'];[''];NotEnoughInfo
2835;Billedhuggeren Johan Theobald Stein bagte to brød.;['Th._Stein'];[''];NotEnoughInfo
2636;Der findes angiveligt et metrosystem i Paris som blev bygget således at statens overhoveder nærtstående kan flygte ud af byen i tilfælde af angreb eller krig.;['Metro-2'];[''];NotEnoughInfo
2633;Tidligere fly havde et lille hjul bagerst under halen men i dag benytter næsten alle flyproducenter et snudehjul.;['Halehjulsfly'];[''];NotEnoughInfo
